chromosome	start	end	gene	minCopyNumber	maxCopyNumber	somaticRegions	transcriptId	isCanonical	chromosomeBand	minRegions	minRegionStart	minRegionEnd	minRegionStartSupport	minRegionEndSupport	minRegionMethod	minMinorAlleleCopyNumber
chr17	41346092	41350812	KRT33A	1.0095	1.0095	1	ENST00000007735	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	41363494	41369800	KRT33B	1.0095	1.0095	1	ENST00000251646	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	41377650	41382403	KRT34	1.0095	1.0095	1	ENST00000394001	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	41393721	41397608	KRT31	1.0095	1.0095	1	ENST00000251645	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	41402423	41425049	AC003958.2	1.0095	1.0095	1	ENST00000432258	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	41406512	41411775	KRT41P	1.0095	1.0095	1	ENST00000393988	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	41420753	41424523	KRT37	1.0095	1.0095	1	ENST00000225550	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	41436446	41440921	KRT38	1.0095	1.0095	1	ENST00000246646	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	41448183	41454055	KRT43P	1.0095	1.0095	1	ENST00000434019	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	41459811	41467429	KRT32	1.0095	1.0095	1	ENST00000225899	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	41467956	41468146	RNU2-32P	1.0095	1.0095	1	ENST00000411193	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	41476690	41481140	KRT35	1.0095	1.0095	1	ENST00000393989	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	41486136	41489864	KRT36	1.0095	1.0095	1	ENST00000328119	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	41500981	41505612	KRT13	1.0095	1.0095	1	ENST00000246635	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	41500983	41502409	AC019349.1	1.0095	1.0095	1	ENST00000411759	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	41513746	41521719	KRT15	1.0095	1.0095	1	ENST00000393976	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	41517164	41517217	MIR6510	1.0095	1.0095	1	ENST00000613845	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	41523617	41528308	KRT19	1.0095	1.0095	1	ENST00000361566	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	41549606	41554495	LINC00974	1.0095	1.0095	1	ENST00000456403	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	41565836	41572059	KRT9	1.0095	1.0095	1	ENST00000246662	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	41582279	41586895	KRT14	1.0095	1.0095	1	ENST00000167586	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	41609778	41612767	KRT16	1.0095	1.0095	1	ENST00000301653	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	41619442	41624575	KRT17	1.0095	1.0095	1	ENST00000311208	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	41626327	41635413	KRT42P	1.0095	1.0095	1	ENST00000438131	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	41665566	41668031	AC130686.1	1.0095	1.0095	1	ENST00000622936	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	41688885	41692668	EIF1	1.0095	1.0095	1	ENST00000469257	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	41712331	41715969	GAST	1.0095	1.0095	1	ENST00000329402	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	41722640	41734644	HAP1	1.0095	1.0095	1	ENST00000347901	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	41718154	41718260	RNA5SP442	1.0095	1.0095	1	ENST00000365050	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	41730127	41730405	RN7SL399P	1.0095	1.0095	1	ENST00000471648	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	41754609	41786711	JUP	1.0095	1.0095	1	ENST00000393931	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	41801947	41812603	P3H4	1.0095	1.0095	1	ENST00000355468	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	41812931	41823217	FKBP10	1.0095	1.0095	1	ENST00000321562	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	41825521	41836263	NT5C3B	1.0095	1.0095	1	ENST00000435506	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	41837780	41848384	KLHL10	1.0095	1.0095	1	ENST00000293303	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	41848518	41851447	AC125257.1	1.0095	1.0095	1	ENST00000560400	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	41848518	41865423	KLHL11	1.0095	1.0095	1	ENST00000319121	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	41866917	41918962	ACLY	1.0095	1.0095	1	ENST00000590151	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	41867581	41867736	AC125257.2	1.0095	1.0095	1	ENST00000619176	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	41930617	41966503	TTC25	1.0095	1.0095	1	ENST00000377540	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	41966795	41977740	CNP	1.0095	1.0095	1	ENST00000393892	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	41976435	42017439	DNAJC7	1.0095	1.0095	1	ENST00000457167	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42017020	42025644	NKIRAS2	1.0095	1.0095	1	ENST00000307641	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42025576	42038026	ZNF385C	1.0095	1.0095	1	ENST00000618554	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42038232	42050614	C17orf113	1.0095	1.0095	1	ENST00000587304	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42101411	42112714	DHX58	1.0095	1.0095	1	ENST00000251642	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42113111	42121367	KAT2A	1.0095	1.0095	1	ENST00000225916	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42119674	42154916	AC099811.2	1.0095	1.0095	1	ENST00000592574	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42121431	42123352	HSPB9	1.0095	1.0095	1	ENST00000565659	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42125667	42154988	RAB5C	1.0095	1.0095	1	ENST00000547517	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42154600	42155972	AC099811.3	1.0095	1.0095	1	ENST00000586351	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42156891	42181142	KCNH4	1.0095	1.0095	1	ENST00000264661	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42184060	42185452	HCRT	1.0095	1.0095	1	ENST00000293330	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42189088	42194195	GHDC	1.0095	1.0095	1	ENST00000301671	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42199168	42276406	STAT5B	1.0095	1.0095	1	ENST00000293328	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42233832	42235469	AC099811.6	1.0095	1.0095	1	ENST00000624554	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42268587	42269807	AC099811.4	1.0095	1.0095	1	ENST00000592536	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42270517	42272683	AC099811.1	1.0095	1.0095	1	ENST00000597755	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42272069	42275571	AC099811.5	1.0095	1.0095	1	ENST00000617211	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42287547	42311943	STAT5A	1.0095	1.0095	1	ENST00000345506	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42313324	42388568	STAT3	1.0095	1.0095	1	ENST00000264657	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42402449	42423256	CAVIN1	1.0095	1.0095	1	ENST00000357037	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42440198	42440259	RNU7-97P	1.0095	1.0095	1	ENST00000459399	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42458880	42522582	ATP6V0A1	1.0095	1.0095	1	ENST00000264649	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42494773	42494830	MIR548AT	1.0095	1.0095	1	ENST00000578714	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42495867	42496550	AC107993.1	1.0095	1.0095	1	ENST00000591343	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42509784	42511519	AC067852.3	1.0095	1.0095	1	ENST00000591237	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42514188	42514307	MIR5010	1.0095	1.0095	1	ENST00000582846	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42533532	42534009	PTP4A2P1	1.0095	1.0095	1	ENST00000590314	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42536241	42544449	NAGLU	1.0095	1.0095	1	ENST00000225927	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42536510	42562062	AC067852.1	1.0095	1.0095	1	ENST00000585572	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42546764	42548706	HSD17B1P1	1.0095	1.0095	1	ENST00000590052	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42552934	42555213	HSD17B1	1.0095	1.0095	1	ENST00000225929	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42552436	42554748	AC067852.2	1.0095	1.0095	1	ENST00000590513	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42562151	42566037	COASY	1.0095	1.0095	1	ENST00000590958	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42567072	42573239	MLX	1.0095	1.0095	1	ENST00000246912	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42572315	42577795	PSMC3IP	1.0095	1.0095	1	ENST00000393795	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42577825	42578366	AC067852.5	1.0095	1.0095	1	ENST00000655617	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42579515	42609374	RETREG3	1.0095	1.0095	1	ENST00000309428	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42598643	42599177	AC067852.4	1.0095	1.0095	1	ENST00000623270	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42609683	42615238	TUBG1	1.0095	1.0095	1	ENST00000251413	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42647834	42648143	ATP5MGP7	1.0095	1.0095	1	ENST00000589299	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42648178	42648738	HMGB3P27	1.0095	1.0095	1	ENST00000589177	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42659284	42667006	TUBG2	1.0095	1.0095	1	ENST00000251412	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42667914	42676994	PLEKHH3	1.0095	1.0095	1	ENST00000591022	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42678889	42681843	CCR10	1.0095	1.0095	1	ENST00000332438	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42679963	42682020	AC100793.2	1.0095	1.0095	1	ENST00000593139	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42682531	42699993	CNTNAP1	1.0095	1.0095	1	ENST00000264638	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42683187	42699466	AC100793.3	1.0095	1.0095	1	ENST00000592440	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42700275	42745040	EZH1	1.0095	1.0095	1	ENST00000428826	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42708084	42708151	MIR6780A	1.0095	1.0095	1	ENST00000615089	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42714299	42714643	AC100793.1	1.0095	1.0095	1	ENST00000479088	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42751289	42751717	AC100793.4	1.0095	1.0095	1	ENST00000613683	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42753530	42753799	HMGN2P15	1.0095	1.0095	1	ENST00000585707	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42753914	42761103	RAMP2-AS1	1.0095	1.0095	1	ENST00000592670	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42761227	42763041	RAMP2	1.0095	1.0095	1	ENST00000253796	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42773449	42779599	VPS25	1.0095	1.0095	1	ENST00000253794	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42780610	42797066	WNK4	1.0095	1.0095	1	ENST00000246914	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42797625	42798704	COA3	1.0095	1.0095	1	ENST00000328434	true	q21.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42798792	42810635	CNTD1	1.0095	1.0095	1	ENST00000588408	true	q21.2-q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42810134	42824263	BECN1	1.0095	1.0095	1	ENST00000361523	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42823880	42823943	MIR6781	1.0095	1.0095	1	ENST00000621616	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42833471	42843757	PSME3	1.0095	1.0095	1	ENST00000293362	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42844580	42850707	AOC2	1.0095	1.0095	1	ENST00000253799	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42851199	42858124	AOC3	1.0095	1.0095	1	ENST00000308423	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42867279	42874369	AOC4P	1.0095	1.0095	1	ENST00000566825	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42874670	42898704	LINC00671	1.0095	1.0095	1	ENST00000301683	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42891338	42891435	RNU6-287P	1.0095	1.0095	1	ENST00000516230	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42900798	42913369	G6PC	1.0095	1.0095	1	ENST00000253801	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42950526	42964454	AARSD1	1.0095	1.0095	1	ENST00000427569	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42950550	42980528	PTGES3L-AARSD1	1.0095	1.0095	1	ENST00000421990	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42968104	42980433	PTGES3L	1.0095	1.0095	1	ENST00000409446	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42980565	42993690	RUNDC1	1.0095	1.0095	1	ENST00000361677	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	42998471	43002959	RPL27	1.0095	1.0095	1	ENST00000589913	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	43006740	43014456	IFI35	1.0095	1.0095	1	ENST00000438323	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	43014607	43022385	VAT1	1.0095	1.0095	1	ENST00000355653	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	43025231	43032041	RND2	1.0095	1.0095	1	ENST00000587250	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	43044295	43125483	BRCA1	1.0095	1.0095	1	ENST00000471181	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	43079302	43079780	RPL21P4	1.0095	1.0095	1	ENST00000497954	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	43125551	43153649	NBR2	1.0095	1.0095	1	ENST00000657841	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	43131208	43131270	AC135721.2	1.0095	1.0095	1	ENST00000587322	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	43144956	43145255	AC135721.1	1.0095	1.0095	1	ENST00000464237	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	43160086	43171036	AC060780.1	1.0095	1.0095	1	ENST00000642336	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	43168170	43168249	AC060780.3	1.0095	1.0095	1	ENST00000589464	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	43169880	43170077	AC060780.2	1.0095	1.0095	1	ENST00000589047	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	43170481	43211689	NBR1	1.0095	1.0095	1	ENST00000341165	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	43211875	43220041	TMEM106A	1.0095	1.0095	1	ENST00000612339	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	43221429	43228623	CCDC200	1.0095	1.0095	1	ENST00000636331	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	43233787	43233977	RNU2-1	1.0095	1.0095	1	ENST00000618664	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	43385863	43389199	LINC00910	1.0095	1.0095	1	ENST00000586231	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	43360041	43361361	AC109326.1	1.0095	1.0095	1	ENST00000624705	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	43387226	43387417	RNU2-4P	1.0095	1.0095	1	ENST00000606190	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	43395993	43396091	RNU6-1137P	1.0095	1.0095	1	ENST00000517073	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	43398993	43401137	ARL4D	1.0095	1.0095	1	ENST00000320033	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	43412427	43412530	RNU6-470P	1.0095	1.0095	1	ENST00000515954	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	43444707	43451200	MIR2117HG	1.0095	1.0095	1	ENST00000588060	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	43444806	43444885	MIR2117	1.0095	1.0095	1	ENST00000516780	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	43445507	43445613	RNU6-406P	1.0095	1.0095	1	ENST00000516470	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	43473585	43473690	RNU6-971P	1.0095	1.0095	1	ENST00000516920	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	43476198	43476665	AC087650.1	1.0095	1.0095	1	ENST00000431445	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	43483966	43525670	DHX8	1.0095	1.0095	1	ENST00000262415	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	43527846	43546340	ETV4	1.0095	1.0095	1	ENST00000319349	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	43640389	43661922	MEOX1	1.0095	1.0095	1	ENST00000318579	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	43679341	43706709	LINC02594	1.0095	1.0095	1	ENST00000593169	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	43718314	43720436	WHSC1L2P	1.0095	1.0095	1	ENST00000587110	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	43753738	43758791	SOST	1.0095	1.0095	1	ENST00000301691	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	43766125	43778977	DUSP3	1.0095	1.0095	1	ENST00000226004	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	43780435	43787612	CFAP97D1	1.0095	1.0095	1	ENST00000449302	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	43782804	43784682	AC003098.1	1.0095	1.0095	1	ENST00000591540	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	43800799	43832242	MPP3	1.0095	1.0095	1	ENST00000398393	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	43847176	43863639	CD300LG	1.0095	1.0095	1	ENST00000317310	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	43877762	43909700	MPP2	1.0095	1.0095	1	ENST00000518766	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	43914433	43923001	AC007993.3	1.0095	1.0095	1	ENST00000585329	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	43917194	43917985	FAM215A	1.0095	1.0095	1	ENST00000632077	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	43922775	43927388	AC007993.1	1.0095	1.0095	1	ENST00000621298	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	43927563	43932622	AC007993.2	1.0095	1.0095	1	ENST00000592842	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	43938363	43938959	LINC01976	1.0095	1.0095	1	ENST00000565120	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	43940805	43942274	PPY	1.0095	1.0095	1	ENST00000591228	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	43952738	44004469	PYY	1.0095	1.0095	1	ENST00000360085	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	44004546	44009060	NAGS	1.0095	1.0095	1	ENST00000293404	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	44011188	44023151	TMEM101	1.0095	1.0095	1	ENST00000589334	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	44034635	44067619	LSM12	1.0095	1.0095	1	ENST00000591247	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	44070735	44076304	G6PC3	1.0095	1.0095	1	ENST00000269097	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	44076746	44123638	HDAC5	1.0095	1.0095	1	ENST00000225983	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	44115912	44120595	AC023855.1	1.0095	1.0095	1	ENST00000585899	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	44135883	44135989	RNU6-131P	1.0095	1.0095	1	ENST00000391144	true	q21.31	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
